Locationabbr,Locationdesc,Question,Response,Sample_Size
HI,Hawaii,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Always Wears a Seatbelt,"6,392"
HI,Hawaii,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Does Not Always Wear a Seatbelt,411
HI,Hawaii,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,131
HI,Hawaii,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,"1,942"
ID,Idaho,Ever told you had angina or coronary heart disease?,Yes,299
HI,Hawaii,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),Yes,"5,151"
HI,Hawaii,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),No,"2,071"
HI,Hawaii,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),Yes,"3,413"
HI,Hawaii,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),No,"3,724"
HI,Hawaii,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),"1,483"
HI,Hawaii,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"2,467"
HI,Hawaii,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"2,758"
HI,Hawaii,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),197
HI,Hawaii,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,"5,815"
HI,Hawaii,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,"1,430"
HI,Hawaii,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,835
HI,Hawaii,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,"1,360"
HI,Hawaii,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,925
HI,Hawaii,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,"5,965"
ID,Idaho,Gender of respondent,Male,"2,266"
HI,Hawaii,"Do you currently use chewing tobacco, snuff, or snus?",Every day,35
HI,Hawaii,"Do you currently use chewing tobacco, snuff, or snus?",Some days,57
HI,Hawaii,"Do you currently use chewing tobacco, snuff, or snus?",Not at all,"6,818"
HI,Hawaii,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,646
HI,Hawaii,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,279
HI,Hawaii,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,"2,023"
HI,Hawaii,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,"3,942"
HI,Hawaii,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,"1,324"
HI,Hawaii,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,332
HI,Hawaii,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,"1,660"
HI,Hawaii,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,489
HI,Hawaii,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,"1,981"
HI,Hawaii,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,624
ID,Idaho,Gender of respondent,Female,"3,221"
HI,Hawaii,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,"2,034"
HI,Hawaii,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,782
HI,Hawaii,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,"1,591"
HI,Hawaii,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,419
ID,Idaho,Adults who have had at least one drink of alcohol within the past 30 days,Yes,"2,307"
ID,Idaho,Adults who have had at least one drink of alcohol within the past 30 days,No,"2,915"
ID,Idaho,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",Yes,559
ID,Idaho,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",No,"4,619"
ID,Idaho,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),Yes,250
ID,Idaho,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),No,"4,936"
ID,Idaho,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,"1,882"
ID,Idaho,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,"3,576"
ID,Idaho,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),Yes,496
ID,Idaho,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),No,"4,960"
ID,Idaho,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),Yes,696
ID,Idaho,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,"4,773"
ID,Idaho,Ever told you had angina or coronary heart disease?,No,"5,147"
ID,Idaho,Ever told you had a heart attack (myocardial infarction)?,Yes,322
ID,Idaho,Ever told you had a heart attack (myocardial infarction)?,No,"5,143"
ID,Idaho,Ever told you had a stroke?,Yes,217
ID,Idaho,Ever told you had a stroke?,No,"5,248"
ID,Idaho,Ever told you have COPD?,Yes,373
ID,Idaho,Ever told you have COPD?,No,"5,075"
ID,Idaho,Ever told you that you have a form of depression?,Yes,"1,117"
ID,Idaho,Ever told you that you have a form of depression?,No,"4,351"
ID,Idaho,Have you ever been told by a doctor that you have diabetes?,Yes,578
ID,Idaho,Have you ever been told by a doctor that you have diabetes?,"Yes, pregnancy-related",42
ID,Idaho,Have you ever been told by a doctor that you have diabetes?,"No, pre-diabetes or borderline diabetes",74
ID,Idaho,Have you ever been told by a doctor that you have diabetes?,No,"4,783"
ID,Idaho,Ever told you have kidney disease?,Yes,175
ID,Idaho,Ever told you have kidney disease?,No,"5,294"
ID,Idaho,Ever told you had any other types of cancer?,Yes,508
ID,Idaho,Ever told you had any other types of cancer?,No,"4,964"
ID,Idaho,Ever told you had skin cancer?,Yes,585
ID,Idaho,Ever told you had skin cancer?,No,"4,883"
ID,Idaho,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,335
ID,Idaho,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,"3,023"
ID,Idaho,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,163
ID,Idaho,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,"2,522"
ID,Idaho,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,"2,304"
ID,Idaho,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),No,"1,090"
ID,Idaho,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,"1,654"
ID,Idaho,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,989
ID,Idaho,What is your age?,18-24 years,315
ID,Idaho,What is your age?,25-34 years,552
ID,Idaho,What is your age?,35-44 years,632
ID,Idaho,What is your age?,45-54 years,822
ID,Idaho,What is your age?,55-64 years,"1,231"
ID,Idaho,What is your age?,65+ years,"1,935"
ID,Idaho,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",Yes,247
ID,Idaho,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",No,"5,039"
ID,Idaho,"Do you have serious difficulty concentrating, remembering, or making decisions?",Yes,473
ID,Idaho,"Do you have serious difficulty concentrating, remembering, or making decisions?",No,"4,805"
ID,Idaho,Do you have difficulty doing errands alone?,Yes,335
ID,Idaho,Do you have difficulty doing errands alone?,No,"4,937"
ID,Idaho,Do you have difficulty dressing or bathing?,Yes,189
ID,Idaho,Do you have difficulty dressing or bathing?,No,"5,095"
ID,Idaho,Do you have serious difficulty walking or climbing stairs?,Yes,796
ID,Idaho,Do you have serious difficulty walking or climbing stairs?,No,"4,481"
ID,Idaho,"Adults who are limited in any activities because of physical, mental, or emotional problems",Yes,"1,380"
ID,Idaho,"Adults who are limited in any activities because of physical, mental, or emotional problems",No,"3,903"
ID,Idaho,Adults with health problem(s) that requires the use of special equipment,Yes,536
ID,Idaho,Adults with health problem(s) that requires the use of special equipment,No,"4,762"
ID,Idaho,What is the highest grade or year of school you completed?,Less than H.S.,381
